Years;Stress;Genotypes;Env;Rep;IBLOCK;CAN;NDF;PH;CH;GFD;GY
2019;DI;09BA_40;2019DI;2;7;29.5;86;93;30.5;25;2.8
2019;DI;09BA_50;2019DI;2;7;33.3;87;100;30.5;28;3.52
2019;DI;09BA_51;2019DI;2;7;31.8;86;106;30.5;25;2.8
2019;DI;09MT_16;2019DI;2;7;32.3;89;107;32.4;27;3.84
2019;DI;09N2_02;2019DI;2;7;31.9;89;101;32.9;27;4.16
2019;DI;09N2_21;2019DI;2;7;30;87;110;34.25;27;3.6
2019;DI;09UT_27;2019DI;2;7;31.6;86;104;34.15;26;3.6
2019;DI;09UT_33;2019DI;2;7;32.4;87;116;32.4;26;3.52
2019;DI;06AB_71;2019DI;2;8;32.7;86;93;28.4;27;2.56
2019;DI;06MN_31;2019DI;2;8;32.3;86;93;31.65;26;2.8
2019;DI;06MN_33;2019DI;2;8;33;87;94;32.25;26;2.72
2019;DI;06MN_43;2019DI;2;8;33;86;93;32.65;26;2.56
2019;DI;06MT_78;2019DI;2;8;32.9;89;118;33.4;27;4
2019;DI;06N2_66;2019DI;2;8;29.5;88;103;31.75;28;3.12
2019;DI;06N6_27;2019DI;2;8;30.3;86;97;30.75;26;2.72
2019;DI;06N6_38;2019DI;2;8;31;85;94;31.5;25;2.32
2019;DI;06N6_95;2019DI;2;8;31.1;86;99;32.5;25;2.72
2019;DI;06WA_29;2019DI;2;8;31.4;88;105;32.25;26;4.08
2019;DI;07AB_16;2019DI;2;8;30.8;86;102;32.15;25;3.12
2019;DI;07BA_11;2019DI;2;8;32.9;86;91;32.4;27;2.88
2019;DI;07BA_45;2019DI;2;8;32.3;85;100;33;27;2.16
2019;DI;07BA_86;2019DI;2;8;32.7;89;122;31.9;26;4.4
2019;DI;07MN_33;2019DI;2;8;33.8;87;96;30.25;27;2.88
2019;DI;07MN_88;2019DI;2;8;33.2;87;92;31.15;27;2.8
2019;DI;07MT_10;2019DI;2;8;30.3;88;100;34;27;3.84
2019;DI;07N2_61;2019DI;2;8;31.4;90;106;30;28;3.76
2019;DI;07N2_75;2019DI;2;8;32.1;87;103;30.15;26;3.36
2019;DI;07UT_26;2019DI;2;8;34.7;89;108;30.25;25;3.92
2019;DI;07UT_36;2019DI;2;8;30.9;85;115;33;26;4.08
2019;DI;07UT_44;2019DI;2;8;31.6;86;117;33.65;26;3.6
2019;DI;08BA_44;2019DI;2;8;33.6;87;98;29.5;27;3.2
2019;DI;08BA_58;2019DI;2;8;33.8;88;100;32.9;27;3.04
2019;DI;08BA_95;2019DI;2;8;30.9;87;109;34.75;26;4
2019;DI;08MT_69;2019DI;2;8;29.5;86;113;33.15;26;4
2019;DI;08N6_01;2019DI;2;8;32.2;87;104;32.75;27;3.04
2019;DI;08N6_02;2019DI;2;8;31.1;87;99;30.75;26;3.04
2019;DI;08N6_03;2019DI;2;8;29.6;87;102;30.4;27;2.96
2019;DI;08N6_77;2019DI;2;8;29.7;84;91;31;26;2.56
2019;DI;08UT_10;2019DI;2;8;31;86;106;33.5;24;3.6
2019;DI;08WA_28;2019DI;2;8;29.1;87;113;33.15;26;3.92
2019;DI;09AB_25;2019DI;2;8;32.3;90;110;32;27;4.16
2019;DI;09AB_89;2019DI;2;8;34.4;90;114;31;26;4.08
2019;DI;09MN_08;2019DI;2;8;32.4;88;98;32.15;27;2.64
2019;DI;09MN_42;2019DI;2;8;32.6;86;97;32.15;26;2.4
2019;DI;09MN_57;2019DI;2;8;33;87;98;31.25;27;2.72
2019;DI;09MT_94;2019DI;2;8;30.8;87;114;32.25;25;3.36
2019;DI;09UT_13;2019DI;2;8;30.7;84;94;31.15;26;2.48
2019;DI;09UT_24;2019DI;2;8;32.5;87;114;34.5;28;4.4
2019;DI;09UT_35;2019DI;2;8;33.6;87;105;32;27;3.76
2019;DI;09WA_29;2019DI;2;8;30.3;87;115;33.4;27;4.48
2019;DI;GIZA132;2019DI;2;8;27;77;93;34.4;21;4.64
2019;DI;06AB_15;2019DI;2;9;32.7;87;100;32.4;27;3.6
2019;DI;06AB_55;2019DI;2;9;31.3;87;98;31.25;26;3.36
2019;DI;06MT_31;2019DI;2;9;28.4;87;107;32.65;26;3.92
2019;DI;06MT_69;2019DI;2;9;32.7;87;119;32.4;27;3.92
2019;DI;06N2_17;2019DI;2;9;30.7;87;103;32.15;26;3.6
2019;DI;06N2_63;2019DI;2;9;31.9;87;105;31.65;29;3.6
2019;DI;06N2_96;2019DI;2;9;29.8;87;99;31.5;27;2.64
2019;DI;06N6_33;2019DI;2;9;33.3;88;104;31.5;27;2.96
2019;DI;06N6_88;2019DI;2;9;31;85;99;32.5;24;2.88
2019;DI;07AB_14;2019DI;2;9;31.3;87;110;32.5;26;3.44
2019;DI;07AB_27;2019DI;2;9;32.3;84;102;31.75;27;2.4
2019;DI;07MN_90;2019DI;2;9;32.5;86;102;29.15;27;2.56
2019;DI;07N2_08;2019DI;2;9;30.7;87;105;30.5;27;3.76
2019;DI;07N2_73;2019DI;2;9;31.3;89;104;31.15;28;4.08
2019;DI;07N6_22;2019DI;2;9;33.4;85;100;30.65;26;3.04
2019;DI;07UT_46;2019DI;2;9;30.6;88;111;35.25;25;3.84
2019;DI;07WA_03;2019DI;2;9;28.7;87;107;34.5;27;3.92
2019;DI;08MN_26;2019DI;2;9;32.5;85;99;31.65;26;2.72
2019;DI;08MN_88;2019DI;2;9;33.6;86;94;31.15;28;2.16
2019;DI;08MT_06;2019DI;2;9;30.4;88;112;33.25;26;3.68
2019;DI;08MT_36;2019DI;2;9;33.2;89;100;28.4;25;3.6
2019;DI;08MT_44;2019DI;2;9;31.1;87;109;31.75;26;3.28
2019;DI;08MT_84;2019DI;2;9;30.9;86;115;32.5;27;3.6
2019;DI;08N2_37;2019DI;2;9;32.1;89;105;32.75;27;3.68
2019;DI;08N6_35;2019DI;2;9;28.3;85;102;32;25;3.44
2019;DI;08N6_61;2019DI;2;9;30.7;87;105;32.75;27;3.36
2019;DI;08N6_70;2019DI;2;9;32.7;87;97;31.15;27;3.12
2019;DI;08WA_11;2019DI;2;9;31.3;89;105;30.15;24;3.6
2019;DI;08WA_78;2019DI;2;9;29.9;88;104;31.25;25;4
2019;DI;08WA_90;2019DI;2;9;30.2;87;101;31.65;25;3.12
2019;DI;09AB_10;2019DI;2;9;32.6;88;106;35.15;26;4.56
2019;DI;09AB_66;2019DI;2;9;32;87;101;35.15;26;3.6
2019;DI;09AB_78;2019DI;2;9;31;89;105;32.65;27;4.08
2019;DI;09AB_94;2019DI;2;9;34.6;89;115;33.5;27;4.48
2019;DI;09BA_89;2019DI;2;9;29.9;88;108;33.9;25;4.08
2019;DI;09BA_95;2019DI;2;9;29;88;112;35;28;4.08
2019;DI;09MN_05;2019DI;2;9;32.9;86;92;31.75;27;2.64
2019;DI;09MT_75;2019DI;2;9;31.2;87;112;32;28;3.84
2019;DI;09N2_33;2019DI;2;9;30.7;88;113;31.4;27;3.44
2019;DI;09N6_63;2019DI;2;9;32.3;87;100;30.9;28;2.96
2019;DI;09WA_43;2019DI;2;9;28.4;87;100;32;25;3.84
2019;DI;09WA_55;2019DI;2;9;31.8;88;102;31.65;26;3.36
2019;DI;09WA_64;2019DI;2;9;32.4;87;108;30.65;26;4.4
2019;DI;06AB_01;2019DI;2;10;30.5;89;104;31.9;26;3.84
2019;DI;06AB_68;2019DI;2;10;34.1;85;99;35;24;3.2
2019;DI;06MN_10;2019DI;2;10;32;87;101;32.4;26;2.8
2019;DI;06MN_81;2019DI;2;10;32;86;92;30.5;25;3.04
2019;DI;06MT_57;2019DI;2;10;30.4;88;112;32.65;26;4
2019;DI;06MT_67;2019DI;2;10;29.7;86;95;30.5;27;3.68
2019;DI;06N2_16;2019DI;2;10;30.6;87;104;29;26;3.6
2019;DI;06N6_34;2019DI;2;10;30.1;87;108;31.9;26;2.56
2019;DI;06N6_71;2019DI;2;10;32.1;85;103;32.65;25;3.04
2019;DI;06WA_42;2019DI;2;10;31.3;87;111;33.9;26;4.24
2019;DI;06WA_57;2019DI;2;10;33.2;88;117;32.15;24;4.08
2019;DI;07AB_10;2019DI;2;10;31;85;101;34;25;2.4
2019;DI;07AB_15;2019DI;2;10;32;88;105;32;26;2.4
2019;DI;07AB_19;2019DI;2;10;33.5;87;98;31.25;26;3.44
2019;DI;07AB_66;2019DI;2;10;33.7;91;111;29.65;25;4.56
2019;DI;07AB_77;2019DI;2;10;34.5;88;107;31.4;27;4.56
2019;DI;07BA_22;2019DI;2;10;33.4;86;97;30.75;27;2.88
2019;DI;07BA_52;2019DI;2;10;30.7;87;104;34.25;27;3.68
2019;DI;07BA_84;2019DI;2;10;30.2;88;106;33.5;26;3.92
2019;DI;07MN_42;2019DI;2;10;33.1;87;91;31.15;26;2.72
2019;DI;07MT_21;2019DI;2;10;32.9;89;105;33.9;26;3.68
2019;DI;07N2_38;2019DI;2;10;33.7;90;109;30.65;28;4.32
2019;DI;07N2_43;2019DI;2;10;31.1;88;105;30.75;27;3.2
2019;DI;07UT_74;2019DI;2;10;33.2;88;108;31.25;24;2.72
2019;DI;08AB_24;2019DI;2;10;30.2;86;103;32.25;28;3.84
2019;DI;08AB_45;2019DI;2;10;30.8;88;116;32.75;26;4.64
2019;DI;08BA_76;2019DI;2;10;29;88;97;33.75;26;3.44
2019;DI;08MT_17;2019DI;2;10;33;89;110;30.25;27;4.72
2019;DI;08MT_25;2019DI;2;10;31.1;89;103;34.25;26;4.32
2019;DI;08N6_05;2019DI;2;10;33.3;86;98;31.5;27;3.2
2019;DI;08UT_54;2019DI;2;10;31.3;84;108;32.9;24;3.68
2019;DI;08UT_56;2019DI;2;10;31.8;87;102;32.9;25;4.4
2019;DI;08WA_86;2019DI;2;10;29.9;87;101;32.15;27;3.44
2019;DI;09AB_74;2019DI;2;10;30.9;86;102;33.65;27;3.6
2019;DI;09AB_82;2019DI;2;10;29.9;87;103;34.4;24;3.92
2019;DI;09MN_14;2019DI;2;10;33.6;87;96;32.75;27;3.04
2019;DI;09MT_78;2019DI;2;10;31;87;120;32.15;27;3.84
2019;DI;09N2_06;2019DI;2;10;32.2;89;109;33.5;28;4.08
2019;DI;09N2_55;2019DI;2;10;29.2;87;105;31.4;25;3.2
2019;DI;09N6_36;2019DI;2;10;30.6;86;105;32.5;24;2.72
2019;DI;09N6_54;2019DI;2;10;31.6;87;105;32;26;3.12
2019;DI;09UT_05;2019DI;2;10;30.5;87;103;29.25;26;2.8
2019;DI;09WA_15;2019DI;2;10;33.2;86;109;30.9;26;4.24
2019;FI;06AB_89;2019FI;1;1;25.7;90;94;33.9;31;3.8
2019;FI;06MN_14;2019FI;1;1;26.4;90;99;33.4;28;3.6
2019;FI;06MN_51;2019FI;1;1;26.6;90;99;33.65;30;3.7
2019;FI;06MN_81;2019FI;1;1;28.1;90;101;34.75;32;3.5
2019;FI;06N2_39;2019FI;1;1;26.5;92;118;36.15;33;5.3
2019;FI;06N2_91;2019FI;1;1;25.4;92;106;34.65;31;3.9
2019;FI;07AB_16;2019FI;1;1;28.2;92;113;35;31;3.3
2019;FI;07BA_11;2019FI;1;1;25.6;89;103;36.25;30;3.5
2019;FI;07BA_22;2019FI;1;1;27.6;89;105;34.75;31;3.5
2019;FI;07MN_85;2019FI;1;1;27.7;90;103;33.75;30;3.2
2019;FI;07MT_21;2019FI;1;1;26.9;92;121;34.25;33;4.9
2019;FI;07MT_94;2019FI;1;1;23.1;93;117;35.65;31;4.6
2019;FI;07N2_13;2019FI;1;1;27.3;94;120;34.65;33;4.5
2019;FI;07N2_38;2019FI;1;1;28.7;91;110;36.5;32;4.1
2019;FI;07N2_84;2019FI;1;1;23.9;92;108;37.4;32;4.1
2019;FI;07N6_11;2019FI;1;1;27.8;89;115;35.75;31;4.2
2019;FI;07UT_36;2019FI;1;1;27.3;93;115;36.15;30;3.9
2019;FI;07UT_74;2019FI;1;1;29;89;112;37.4;31;4.1
2019;FI;07UT_86;2019FI;1;1;28.2;93;123;35.4;31;4.5
2019;FI;07UT_96;2019FI;1;1;25.4;90;109;33.25;30;4.4
2019;FI;07WA_38;2019FI;1;1;26.1;92;107;36.4;30;4.3
2019;FI;08AB_54;2019FI;1;1;26;90;95;35.9;30;2.9
2019;FI;08BA_13;2019FI;1;1;27;92;110;34.9;30;4.9
2019;FI;08BA_76;2019FI;1;1;26.3;92;116;37.75;32;4.5
2019;FI;08MT_10;2019FI;1;1;26;93;121;35.9;32;5.1
2019;FI;08MT_15;2019FI;1;1;27.2;91;112;37.9;30;4.6
2019;FI;08N6_37;2019FI;1;1;26.7;91;112;34;31;4.2
2019;FI;08N6_52;2019FI;1;1;27.1;93;114;34.25;32;4
2019;FI;08N6_70;2019FI;1;1;28.3;91;116;33;31;4.6
2019;FI;08N6_93;2019FI;1;1;26.8;89;110;36.25;32;3.9
2019;FI;08WA_25;2019FI;1;1;28.2;91;110;36;31;4.9
2019;FI;08WA_30;2019FI;1;1;25.4;92;112;37;31;4.9
2019;FI;08WA_40;2019FI;1;1;26.9;92;115;35.65;32;5.3
2019;FI;08WA_57;2019FI;1;1;25.1;91;119;34.75;29;5.1
2019;FI;09BA_21;2019FI;1;1;29.6;92;124;35.9;31;4.9
2019;FI;09BA_95;2019FI;1;1;24.8;92;122;39.15;33;5.5
2019;FI;09MN_04;2019FI;1;1;25.3;89;95;34.15;29;3.5
2019;FI;09MT_02;2019FI;1;1;24.7;92;130;37.25;30;4.5
2019;FI;09N6_21;2019FI;1;1;26.3;90;111;33;31;4.6
2019;FI;09N6_73;2019FI;1;1;26.9;91;100;33.9;31;4.9
2019;FI;09WA_52;2019FI;1;1;28.8;91;112;36.25;31;4.6
2019;FI;09WA_55;2019FI;1;1;25.8;90;112;37;31;4.7
2019;FI;09WA_71;2019FI;1;1;24.1;91;100;35.25;29;3.8
2019;FI;06AB_52;2019FI;1;2;25.2;91;100;33.5;30;3.9
2019;FI;06BA_06;2019FI;1;2;26;90;102;35;32;3.9
2019;FI;06MN_18;2019FI;1;2;27.9;92;101;35;31;3.2
2019;FI;06MN_62;2019FI;1;2;26.9;90;96;33.15;30;3.8
2019;FI;06MN_80;2019FI;1;2;24.8;89;101;34;30;4
2019;FI;06MN_88;2019FI;1;2;26.1;89;97;36.5;30;3.6
2019;FI;06MT_46;2019FI;1;2;25.7;94;120;35.9;31;5.1
2019;FI;06MT_57;2019FI;1;2;28.4;93;105;36.5;31;5.4
2019;FI;06MT_69;2019FI;1;2;24.3;92;114;36.15;32;4.8
2019;FI;06MT_91;2019FI;1;2;28.4;92;114;32.25;31;4.7
2019;FI;06N2_16;2019FI;1;2;24.5;91;104;34.4;30;3.3
2019;FI;06N2_93;2019FI;1;2;25.1;93;109;36.4;31;4.2
2019;FI;06N2_94;2019FI;1;2;27.1;93;119;36.65;32;4.4
2019;FI;06N6_38;2019FI;1;2;25.6;89;105;33.65;31;3.1
2019;FI;06N6_62;2019FI;1;2;27.2;91;106;36;32;4.5
2019;FI;06WA_38;2019FI;1;2;27.5;91;111;37.9;31;4.9
2019;FI;06WA_53;2019FI;1;2;27;92;110;36.15;29;4.1
2019;FI;07AB_66;2019FI;1;2;27.6;93;125;37.75;32;6
2019;FI;07BA_28;2019FI;1;2;25.3;90;103;35.5;30;4.4
2019;FI;07MN_02;2019FI;1;2;25.5;90;103;35.4;30;3.9
2019;FI;07MT_40;2019FI;1;2;25.9;90;110;35.15;33;4.7
2019;FI;07N2_43;2019FI;1;2;24.3;92;110;36.65;31;4
2019;FI;07N2_61;2019FI;1;2;26.4;93;116;34;33;4.6
2019;FI;07UT_26;2019FI;1;2;29.9;93;117;35.4;30;5.5
2019;FI;08BA_44;2019FI;1;2;24.6;90;109;37.4;30;3.9
2019;FI;08BA_62;2019FI;1;2;25.1;90;102;32.75;30;3.4
2019;FI;08MN_34;2019FI;1;2;24.2;89;97;35.65;30;3
2019;FI;08MT_41;2019FI;1;2;27.1;91;112;34.75;32;4.8
2019;FI;08MT_44;2019FI;1;2;28.4;90;123;35;31;4.6
2019;FI;08N2_12;2019FI;1;2;26.7;90;113;34.5;30;3.4
2019;FI;08N2_80;2019FI;1;2;25.5;90;104;33.9;31;3.7
2019;FI;08N6_03;2019FI;1;2;28.7;90;101;33.15;32;4.4
2019;FI;08N6_61;2019FI;1;2;28.1;91;104;33.25;33;4.1
2019;FI;08UT_10;2019FI;1;2;26.9;91;113;37.25;30;4.4
2019;FI;08UT_56;2019FI;1;2;27.3;92;114;35.5;31;3.7
2019;FI;09AB_66;2019FI;1;2;26.2;91;119;36.65;29;4.6
2019;FI;09AB_89;2019FI;1;2;26.9;94;112;38.65;31;6
2019;FI;09MN_19;2019FI;1;2;26;89;99;34.9;30;3.7
2019;FI;09N6_33;2019FI;1;2;27.4;90;108;32.75;31;4.2
2019;FI;09N6_36;2019FI;1;2;28.1;91;110;34.5;31;4.1
2019;FI;09UT_45;2019FI;1;2;25.7;91;113;35.4;32;4.2
2019;FI;09UT_96;2019FI;1;2;23.3;89;100;36.5;31;3.3
2019;FI;09WA_50;2019FI;1;2;24.5;91;126;35.4;30;4.7
2019;FI;06AB_24;2019FI;1;3;26.9;91;112;35.4;30;4.8
2019;FI;06AB_41;2019FI;1;3;27.8;92;107;37;31;4.6
2019;FI;06AB_55;2019FI;1;3;26.9;90;106;35.5;30;4.1
2019;FI;06BA_16;2019FI;1;3;25.5;89;95;35.15;31;3.3
2019;FI;06MN_25;2019FI;1;3;26.4;91;100;35.4;30;3.8
2019;FI;06MN_53;2019FI;1;3;26.9;90;107;35.75;30;3.5
2019;FI;06MT_26;2019FI;1;3;25.8;91;108;32.4;32;5.1
2019;FI;06N2_70;2019FI;1;3;24.6;92;108;34.65;31;4.2
2019;FI;06N6_26;2019FI;1;3;25;91;111;35.15;31;3.5
2019;FI;06N6_33;2019FI;1;3;26.9;90;109;35.25;31;4.2
2019;FI;06N6_66;2019FI;1;3;27.5;90;105;32.75;31;4
2019;FI;06N6_95;2019FI;1;3;25.4;89;102;32.4;32;3.2
2019;FI;07AB_19;2019FI;1;3;25.9;90;112;36.15;30;3.3
2019;FI;07AB_29;2019FI;1;3;25.6;89;107;36.25;29;3.3
2019;FI;07AB_33;2019FI;1;3;27.3;92;110;35.9;31;4.6
2019;FI;07AB_36;2019FI;1;3;24.4;91;102;34.25;31;3.5
2019;FI;07BA_52;2019FI;1;3;28.2;91;120;36.25;31;4.8
2019;FI;07BA_64;2019FI;1;3;27.2;93;116;33.9;33;4.9
2019;FI;07BA_84;2019FI;1;3;27.6;93;113;37.25;32;4.1
2019;FI;07MN_30;2019FI;1;3;27.5;90;103;34.5;31;3.5
2019;FI;07MN_82;2019FI;1;3;26.5;89;107;32.75;30;4.1
2019;FI;07MN_88;2019FI;1;3;27.3;90;96;34.65;30;3.7
2019;FI;07MN_90;2019FI;1;3;24.9;90;102;33;30;3.5
2019;FI;07N2_31;2019FI;1;3;24.8;93;109;36.25;32;4.4
2019;FI;07N6_22;2019FI;1;3;23.8;88;99;35.5;30;3.1
2019;FI;07N6_80;2019FI;1;3;28.3;89;103;33.4;31;3.9
2019;FI;07UT_56;2019FI;1;3;27.2;92;114;36.9;30;4.6
2019;FI;08AB_06;2019FI;1;3;28.2;92;125;34.25;32;4.9
2019;FI;08MN_68;2019FI;1;3;27.8;89;105;35.65;30;3.7
2019;FI;08MT_19;2019FI;1;3;26.7;92;107;36;31;5.2
2019;FI;08N2_37;2019FI;1;3;26.7;94;112;36.4;32;5
2019;FI;08N6_35;2019FI;1;3;24.5;89;103;32;30;3.4
2019;FI;08N6_91;2019FI;1;3;28.1;90;99;32.75;31;4.2
2019;FI;08WA_86;2019FI;1;3;28.3;93;122;37.75;31;5
2019;FI;09AB_25;2019FI;1;3;23.4;92;118;36.9;32;5
2019;FI;09AB_48;2019FI;1;3;26.9;91;109;35;33;4.3
2019;FI;09BA_56;2019FI;1;3;26.1;90;102;35.9;30;3.3
2019;FI;09MT_16;2019FI;1;3;25.8;92;121;36.5;31;4.8
2019;FI;09MT_94;2019FI;1;3;27.6;94;112;33.65;31;4.5
2019;FI;09N2_16;2019FI;1;3;25.9;92;123;36.75;31;3.8
2019;FI;09N2_18;2019FI;1;3;26;92;102;35.9;33;4.6
2019;FI;09N2_55;2019FI;1;3;26.3;90;100;33.65;33;4.5
2019;FI;09WA_15;2019FI;1;3;25.9;89;120;36.9;30;5.1
2019;FI;06AB_71;2019FI;1;4;26.2;89;89;32.65;30;4.2
2019;FI;06MN_10;2019FI;1;4;25.8;90;105;33.65;30;3.8
2019;FI;06MN_21;2019FI;1;4;26.9;91;116;34.5;30;4.2
2019;FI;06MN_31;2019FI;1;4;28;89;102;35.65;32;4
2019;FI;06MN_63;2019FI;1;4;28.5;91;103;35.65;32;3.1
2019;FI;06N2_37;2019FI;1;4;26;91;110;35.15;31;3.4
2019;FI;06N2_66;2019FI;1;4;24.7;91;103;35;32;3.7
2019;FI;06N6_59;2019FI;1;4;26.5;90;110;34.15;31;4
2019;FI;06N6_84;2019FI;1;4;25;88;102;32.4;31;3.7
2019;FI;06N6_94;2019FI;1;4;26.3;90;103;35.9;31;3.5
2019;FI;06WA_29;2019FI;1;4;27;90;114;36.15;32;4.9
2019;FI;07AB_14;2019FI;1;4;27.5;91;113;35.4;31;3.9
2019;FI;07AB_53;2019FI;1;4;25.5;92;118;36.65;32;5.1
2019;FI;07AB_93;2019FI;1;4;24.6;92;120;34.5;31;4.8
2019;FI;07BA_14;2019FI;1;4;26.6;89;104;35.15;32;3.4
2019;FI;07BA_24;2019FI;1;4;26.9;90;99;34.15;30;3.6
2019;FI;07MN_11;2019FI;1;4;27;89;110;35;30;3.8
2019;FI;07MT_43;2019FI;1;4;24.3;94;112;37.25;31;5.2
2019;FI;07N2_02;2019FI;1;4;26.9;91;114;34.9;31;4.4
2019;FI;07N6_69;2019FI;1;4;25.1;90;108;35;29;4
2019;FI;07N6_94;2019FI;1;4;26.8;89;101;34.5;31;3.5
2019;FI;07UT_44;2019FI;1;4;25.7;90;119;35.65;30;4.6
2019;FI;07UT_83;2019FI;1;4;27.1;93;117;35.15;31;5.9
2019;FI;08BA_87;2019FI;1;4;25;91;117;35.25;30;4.8
2019;FI;08BA_95;2019FI;1;4;26.6;93;116;34.9;32;4.8
2019;FI;08MN_14;2019FI;1;4;25.3;89;102;34.4;30;3.3
2019;FI;08MN_51;2019FI;1;4;25.8;90;104;33.75;30;3.6
2019;FI;08MN_67;2019FI;1;4;25.6;90;102;35.15;31;3.9
2019;FI;08MT_68;2019FI;1;4;25;93;116;36.25;33;6
2019;FI;08N6_04;2019FI;1;4;28.3;91;106;34.65;32;3.9
2019;FI;08N6_94;2019FI;1;4;24.2;91;103;36.15;30;3.7
2019;FI;08UT_24;2019FI;1;4;29.7;91;108;34.5;31;3.9
2019;FI;09AB_94;2019FI;1;4;28.1;92;117;36.5;32;5.5
2019;FI;09BA_37;2019FI;1;4;24.3;90;100;35.4;30;3.4
2019;FI;09N2_02;2019FI;1;4;24.5;92;120;36.4;31;5
2019;FI;09N2_09;2019FI;1;4;25.9;92;113;36.25;32;4.3
2019;FI;09N2_12;2019FI;1;4;25.3;92;108;33.25;32;3.4
2019;FI;09N2_74;2019FI;1;4;28.5;92;115;35.75;34;4.6
2019;FI;09N6_59;2019FI;1;4;25.3;90;101;35.75;31;3.9
2019;FI;09N6_63;2019FI;1;4;26.4;90;105;34.25;30;3.7
2019;FI;09N6_69;2019FI;1;4;28.9;89;105;35.4;32;3.8
2019;FI;09UT_24;2019FI;1;4;28.3;93;127;41;33;5.1
2019;FI;GIZA127;2019FI;1;4;25.7;96;102;43.95;27;6.2
2019;FI;06AB_58;2019FI;1;5;26.2;91;112;35.9;30;3.8
2019;FI;06MN_72;2019FI;1;5;27.3;88;98;35.5;31;3.9
2019;FI;06MT_20;2019FI;1;5;26.8;91;116;36.25;31;4.7
2019;FI;06N6_42;2019FI;1;5;26.9;90;109;32.25;32;3.4
2019;FI;06N6_88;2019FI;1;5;26.5;89;109;31.65;31;3.4
2019;FI;06WA_77;2019FI;1;5;26.3;90;116;35;29;4.3
2019;FI;07AB_17;2019FI;1;5;28.6;89;98;32.5;32;3.8
2019;FI;07AB_27;2019FI;1;5;23.6;90;104;33.9;29;2.9
2019;FI;07BA_16;2019FI;1;5;28.4;90;111;34.5;33;4.5
2019;FI;07BA_18;2019FI;1;5;25.4;90;106;33.25;30;3.3
2019;FI;07MN_39;2019FI;1;5;25.3;89;101;35.15;30;3.7
2019;FI;07MN_49;2019FI;1;5;25.5;89;104;33.15;28;4.1
2019;FI;07N2_08;2019FI;1;5;24.9;92;117;35;32;3.9
2019;FI;07N2_25;2019FI;1;5;25.9;92;108;35.15;32;3.7
2019;FI;07N2_77;2019FI;1;5;26.1;91;120;36.4;31;4
2019;FI;07N6_51;2019FI;1;5;23.9;91;103;35.4;31;3.1
2019;FI;07UT_55;2019FI;1;5;26.7;94;106;35.65;31;3.6
2019;FI;07WA_06;2019FI;1;5;25.8;90;114;36.5;29;5.1
2019;FI;08AB_09;2019FI;1;5;29.3;92;121;34.65;30;4.4
2019;FI;08BA_30;2019FI;1;5;26.6;92;107;32.25;31;4.5
2019;FI;08BA_47;2019FI;1;5;28.9;90;97;32.25;32;4.4
2019;FI;08MT_61;2019FI;1;5;26.6;92;117;35.25;30;4.8
2019;FI;08MT_91;2019FI;1;5;24.9;92;116;35.9;33;4
2019;FI;08N6_21;2019FI;1;5;26.8;89;105;32.5;31;3.9
2019;FI;08N6_56;2019FI;1;5;26;91;108;35.4;32;4
2019;FI;08UT_16;2019FI;1;5;26.4;90;111;33.65;29;4
2019;FI;08UT_54;2019FI;1;5;26.3;91;115;35.75;31;4.2
2019;FI;08WA_28;2019FI;1;5;28.8;92;111;37.5;29;4.7
2019;FI;08WA_90;2019FI;1;5;24.7;89;116;36.75;30;5
2019;FI;09AB_62;2019FI;1;5;25.1;92;108;37.5;31;5.3
2019;FI;09BA_36;2019FI;1;5;26.8;91;106;34.65;30;3.8
2019;FI;09BA_94;2019FI;1;5;24.9;91;118;36.9;32;5.5
2019;FI;09MN_05;2019FI;1;5;24.9;90;105;34.75;31;4.1
2019;FI;09MN_57;2019FI;1;5;25.5;91;105;34.9;30;4
2019;FI;09MN_64;2019FI;1;5;24;90;107;35.9;31;4.2
2019;FI;09MT_55;2019FI;1;5;26.1;93;117;33.5;32;5.2
2019;FI;09N2_33;2019FI;1;5;28.3;92;114;35;33;4.7
2019;FI;09UT_01;2019FI;1;5;26.3;91;105;34.15;30;3.8
2019;FI;09UT_33;2019FI;1;5;28;93;109;33.65;31;5.4
2019;FI;09WA_30;2019FI;1;5;26.4;91;110;36;32;4.9
2019;FI;09WA_82;2019FI;1;5;27.4;92;126;34;31;4.2
2019;FI;GIZA134;2019FI;1;5;25.55;95;102;43.75;27;6.1
2019;FI;GIZA136;2019FI;1;5;26.9;92;99;45.35;27;3
2019;FI;06AB_08;2019FI;1;6;27.9;94;110;35;33;4.8
2019;FI;06AB_62;2019FI;1;6;26.8;90;96;35.65;31;3.4
2019;FI;06AB_66;2019FI;1;6;26.4;89;97;34.4;30;3.5
2019;FI;06AB_84;2019FI;1;6;26.1;91;99;34.9;30;3.4
2019;FI;06BA_30;2019FI;1;6;28.9;90;104;34.65;33;4.3
2019;FI;06MN_33;2019FI;1;6;26.8;89;99;33.4;30;3.5
2019;FI;06MT_31;2019FI;1;6;25.9;91;108;36.75;32;5
2019;FI;06N2_85;2019FI;1;6;27.5;92;109;33.25;32;4.7
2019;FI;06N2_96;2019FI;1;6;26.5;90;112;33.9;32;4.6
2019;FI;06N6_22;2019FI;1;6;25.9;91;103;34.4;29;2.7
2019;FI;06N6_27;2019FI;1;6;25.2;90;99;34.65;30;3.1
